party,state,representative,sector,industry,ticker,count
Democrat,NV,Susie Lee,Capital Goods,Industrial Machinery/Components,FLIR,1
Democrat,IA,Cynthia Axne,Capital Goods,Industrial Machinery/Components,KEYS,2
Democrat,NV,Susie Lee,Capital Goods,Industrial Machinery/Components,KEYS,2
Democrat,VA,Abigail Spanberger,Capital Goods,Industrial Machinery/Components,LHX,3
Republican,WV,Carol Devine Miller,Capital Goods,Industrial Machinery/Components,LHX,1
Democrat,IL,Cheri Bustos,Capital Goods,Industrial Machinery/Components,LHX,1
Republican,FL,Francis Rooney,Capital Goods,Industrial Machinery/Components,LHX,1
Democrat,CA,Gilbert Cisneros,Capital Goods,Industrial Machinery/Components,LHX,3
Democrat,NY,Grace Meng,Capital Goods,Industrial Machinery/Components,LHX,1
Democrat,MA,Katherine M. Clark,Capital Goods,Industrial Machinery/Components,LHX,2
Democrat,NV,Susie Lee,Capital Goods,Industrial Machinery/Components,LHX,3
Republican,MT,Greg Gianforte,Capital Goods,Industrial Machinery/Components,MSM,1
Republican,KY,John A. Yarmuth,Capital Goods,Industrial Machinery/Components,NOC,1
Republican,TX,K. Michael Conaway,Capital Goods,Industrial Machinery/Components,NOC,1
Democrat,OR,Kurt Schrader,Capital Goods,Industrial Machinery/Components,NOC,3
Democrat,FL,Lois Frankel,Capital Goods,Industrial Machinery/Components,NOC,6
Republican,MI,Peter Meijer,Capital Goods,Industrial Machinery/Components,NOC,2
Republican,VA,Robert J. Wittman,Capital Goods,Industrial Machinery/Components,NOC,1
Democrat,MA,William R. Keating,Capital Goods,Industrial Machinery/Components,NOC,1
Democrat,NJ,Josh Gottheimer,Capital Goods,Industrial Machinery/Components,ROK,7
Republican,OK,Kevin Hern,Capital Goods,Industrial Machinery/Components,ROK,11
Republican,MI,Peter Meijer,Capital Goods,Industrial Machinery/Components,ROK,1
Republican,WV,David B. McKinley,Capital Goods,Industrial Machinery/Components,ROP,4
Democrat,MN,Dean Phillips,Capital Goods,Industrial Machinery/Components,ROP,1
Democrat,VA,"Donald S. Beyer, Jr.",Capital Goods,Industrial Machinery/Components,ROP,11
Democrat,CA,Gilbert Cisneros,Capital Goods,Industrial Machinery/Components,ROP,1
,FL,Jared Moskowitz,Capital Goods,Industrial Machinery/Components,ROP,1
Democrat,NJ,Josh Gottheimer,Capital Goods,Industrial Machinery/Components,ROP,3
Democrat,CA,Ro Khanna,Capital Goods,Industrial Machinery/Components,ROP,1
Democrat,NV,Susie Lee,Capital Goods,Industrial Machinery/Components,ROP,4
Democrat,CA,Zoe Lofgren,Capital Goods,Industrial Machinery/Components,ROP,1
Republican,MT,Greg Gianforte,Capital Goods,Industrial Machinery/Components,SNA,1
Republican,MI,Peter Meijer,Capital Goods,Industrial Machinery/Components,ST,1
Democrat,CA,Gilbert Cisneros,Capital Goods,Industrial Machinery/Components,TDY,1
Democrat,NV,Susie Lee,Capital Goods,Industrial Machinery/Components,TDY,3
Republican,SC,Tom Rice,Capital Goods,Industrial Machinery/Components,TDY,2
Democrat,CA,Alan S. Lowenthal,Capital Goods,Industrial Machinery/Components,TMO,1
Republican,WV,David B. McKinley,Capital Goods,Industrial Machinery/Components,TMO,4
Republican,TN,David P. Roe,Capital Goods,Industrial Machinery/Components,TMO,1
Democrat,PA,Dwight Evans,Capital Goods,Industrial Machinery/Components,TMO,1
Democrat,CT,Joe Courtney,Capital Goods,Industrial Machinery/Components,TMO,2
Republican,KY,John A. Yarmuth,Capital Goods,Industrial Machinery/Components,TMO,1
Democrat,CT,John B. Larson,Capital Goods,Industrial Machinery/Components,TMO,1
Republican,UT,John Curtis,Capital Goods,Industrial Machinery/Components,TMO,3
Democrat,NJ,Josh Gottheimer,Capital Goods,Industrial Machinery/Components,TMO,3
Democrat,NC,Kathy Manning,Capital Goods,Industrial Machinery/Components,TMO,1
Republican,TX,Kenny Marchant,Capital Goods,Industrial Machinery/Components,TMO,1
Republican,OK,Kevin Hern,Capital Goods,Industrial Machinery/Components,TMO,3
Democrat,OR,Kurt Schrader,Capital Goods,Industrial Machinery/Components,TMO,3
Democrat,FL,Lois Frankel,Capital Goods,Industrial Machinery/Components,TMO,5
Republican,MI,Peter Meijer,Capital Goods,Industrial Machinery/Components,TMO,1
Republican,GA,Richard W. Allen,Capital Goods,Industrial Machinery/Components,TMO,2
Democrat,CA,Zoe Lofgren,Capital Goods,Industrial Machinery/Components,TMO,3
Republican,MT,Greg Gianforte,Consumer Discretionary,Industrial Machinery/Components,CAJ,2
Republican,GA,Austin Scott,Energy,Industrial Machinery/Components,PLUG,10
Republican,NY,Chris Jacobs,Energy,Industrial Machinery/Components,PLUG,2
Republican,AL,Mo Brooks,Industrials,Industrial Machinery/Components,AATC,1
Democrat,IL,Cheri Bustos,Industrials,Industrial Machinery/Components,AIMC,1
Democrat,FL,Donna Shalala,Industrials,Industrial Machinery/Components,AIMC,1
Democrat,MN,Dean Phillips,Industrials,Industrial Machinery/Components,AOS,1
Democrat,FL,Donna Shalala,Industrials,Industrial Machinery/Components,AOS,3
Democrat,FL,Lois Frankel,Industrials,Industrial Machinery/Components,AOS,1
Republican,WV,Carol Devine Miller,Industrials,Industrial Machinery/Components,DOV,1
Republican,TX,Michael T. McCaul,Industrials,Industrial Machinery/Components,DOV,2
Democrat,NJ,Mikie Sherrill,Industrials,Industrial Machinery/Components,DOV,1
Republican,GA,Richard W. Allen,Industrials,Industrial Machinery/Components,DOV,2
Democrat,NV,Susie Lee,Industrials,Industrial Machinery/Components,DOV,3
Republican,TN,"Charles J. ""Chuck"" Fleischmann",Industrials,Industrial Machinery/Components,GRMN,1
Republican,FL,Brian Mast,Industrials,Industrial Machinery/Components,IPWR,2
Democrat,FL,Donna Shalala,Industrials,Industrial Machinery/Components,KMT,2
Republican,MT,Greg Gianforte,Industrials,Industrial Machinery/Components,KRNT,1
Republican,MT,Greg Gianforte,Industrials,Industrial Machinery/Components,LII,1
Democrat,NV,Susie Lee,Industrials,Industrial Machinery/Components,POOL,2
Democrat,NV,Susie Lee,Industrials,Industrial Machinery/Components,QRVO,1
Republican,TX,Dan Crenshaw,Industrials,Industrial Machinery/Components,SPXC,2
Democrat,NJ,Josh Gottheimer,Industrials,Industrial Machinery/Components,SPXC,5
Democrat,VT,Peter Welch,Industrials,Industrial Machinery/Components,TNC,1
Democrat,FL,Donna Shalala,Industrials,Industrial Machinery/Components,TRMB,1
Republican,TN,"Charles J. ""Chuck"" Fleischmann",Industrials,Industrial Machinery/Components,TWLO,1
Democrat,NJ,Josh Gottheimer,Industrials,Industrial Machinery/Components,TWLO,2
Republican,FL,Brian Mast,Industrials,Industrial Machinery/Components,UGRO,1
Democrat,IL,Marie Newman,Miscellaneous,Industrial Machinery/Components,GPRO,2
Democrat,VA,"Donald S. Beyer, Jr.",Technology,Industrial Machinery/Components,ASML,7
Democrat,NJ,Josh Gottheimer,Technology,Industrial Machinery/Components,ASML,4
Democrat,NC,Kathy Manning,Technology,Industrial Machinery/Components,ASML,4
Republican,OK,Kevin Hern,Technology,Industrial Machinery/Components,ASML,1
Democrat,OR,Kurt Schrader,Technology,Industrial Machinery/Components,ASML,1
Democrat,CA,Sara Jacobs,Technology,Industrial Machinery/Components,ASML,1
Democrat,CA,Zoe Lofgren,Technology,Industrial Machinery/Components,ASML,1
Democrat,CA,Gilbert Cisneros,Technology,Industrial Machinery/Components,BRKS,1
Democrat,NJ,Josh Gottheimer,Technology,Industrial Machinery/Components,BRKS,2
Democrat,NV,Susie Lee,Technology,Industrial Machinery/Components,BRKS,2
Democrat,MN,Dean Phillips,Technology,Industrial Machinery/Components,ETN,8
Democrat,WA,Kim Schrier,Technology,Industrial Machinery/Components,ETN,1
Democrat,OR,Kurt Schrader,Technology,Industrial Machinery/Components,ETN,4
Democrat,FL,Lois Frankel,Technology,Industrial Machinery/Components,ETN,4
Democrat,IL,Marie Newman,Technology,Industrial Machinery/Components,ETN,2
Republican,TX,Michael T. McCaul,Technology,Industrial Machinery/Components,ETN,2
Republican,MI,Peter Meijer,Technology,Industrial Machinery/Components,ETN,1
Democrat,NY,Thomas Suozzi,Technology,Industrial Machinery/Components,ETN,1
Democrat,FL,Lois Frankel,Technology,Industrial Machinery/Components,HUBB,1
Republican,OH,Bob Gibbs,Technology,Industrial Machinery/Components,IR,1
Democrat,MN,Dean Phillips,Technology,Industrial Machinery/Components,IR,1
Democrat,CA,Gilbert Cisneros,Technology,Industrial Machinery/Components,IR,3
Republican,TX,Kenny Marchant,Technology,Industrial Machinery/Components,IR,3
Democrat,FL,Lois Frankel,Technology,Industrial Machinery/Components,IR,3
Democrat,IA,Cynthia Axne,Technology,Industrial Machinery/Components,ITW,3
,FL,Jared Moskowitz,Technology,Industrial Machinery/Components,ITW,1
Republican,OK,Kevin Hern,Technology,Industrial Machinery/Components,ITW,3
Democrat,FL,Lois Frankel,Technology,Industrial Machinery/Components,ITW,2
Democrat,NJ,Mikie Sherrill,Technology,Industrial Machinery/Components,ITW,1
Democrat,VA,"Donald S. Beyer, Jr.",Technology,Industrial Machinery/Components,KAI,4
Democrat,NC,Deborah K. Ross,Technology,Industrial Machinery/Components,LRCX,1
Republican,UT,John Curtis,Technology,Industrial Machinery/Components,LRCX,1
Democrat,NJ,Josh Gottheimer,Technology,Industrial Machinery/Components,LRCX,7
Democrat,NC,Kathy Manning,Technology,Industrial Machinery/Components,LRCX,2
Republican,TX,Kenny Marchant,Technology,Industrial Machinery/Components,LRCX,1
Democrat,MA,William R. Keating,Technology,Industrial Machinery/Components,LRCX,2
Democrat,CA,Alan S. Lowenthal,Technology,Industrial Machinery/Components,OLED,12
Democrat,NJ,Josh Gottheimer,Technology,Industrial Machinery/Components,ROG,4
Democrat,CA,Gilbert Cisneros,Technology,Industrial Machinery/Components,RXN,2
Republican,OK,Kevin Hern,Technology,Industrial Machinery/Components,VUZI,4
Democrat,NV,Susie Lee,Capital Goods,Industrial Specialties,PII,4
Democrat,CA,Susan A. Davis,Consumer Discretionary,Industrial Specialties,LEVI,2
Democrat,FL,Donna Shalala,Consumer Discretionary,Industrial Specialties,ROL,1
Republican,MT,Greg Gianforte,Consumer Discretionary,Industrial Specialties,ROL,1
Democrat,CA,Gilbert Cisneros,Health Care,Industrial Specialties,ALGN,3
Republican,MT,Greg Gianforte,Health Care,Industrial Specialties,ALGN,2
Democrat,NJ,Josh Gottheimer,Health Care,Industrial Specialties,ALGN,8
Democrat,NC,Kathy Manning,Health Care,Industrial Specialties,ALGN,1
Democrat,NJ,Tom Malinowski,Health Care,Industrial Specialties,APEN,1
Republican,TX,Van Taylor,Health Care,Industrial Specialties,AVNS,1
Democrat,MA,Katherine M. Clark,Health Care,Industrial Specialties,EW,3
Republican,MI,Peter Meijer,Health Care,Industrial Specialties,EW,2
Democrat,CA,Zoe Lofgren,Health Care,Industrial Specialties,EW,3
Democrat,MN,Dean Phillips,Health Care,Industrial Specialties,ISRG,1
Democrat,VA,"Donald S. Beyer, Jr.",Health Care,Industrial Specialties,ISRG,8
Republican,UT,John Curtis,Health Care,Industrial Specialties,ISRG,3
Democrat,NJ,Josh Gottheimer,Health Care,Industrial Specialties,ISRG,3
Democrat,NC,Kathy Manning,Health Care,Industrial Specialties,ISRG,6
Republican,MI,Peter Meijer,Health Care,Industrial Specialties,ISRG,1
Republican,TX,Michael T. McCaul,Health Care,Industrial Specialties,SNN,2
Democrat,FL,Donna Shalala,Health Care,Industrial Specialties,STE,1
Democrat,CA,Gilbert Cisneros,Health Care,Industrial Specialties,STE,1
Republican,TN,"Charles J. ""Chuck"" Fleischmann",Health Care,Industrial Specialties,ZBH,2
Democrat,FL,Lois Frankel,Health Care,Industrial Specialties,ZBH,4
Democrat,NV,Susie Lee,Health Care,Industrial Specialties,ZBH,6
Republican,TX,Van Taylor,Health Care,Industrial Specialties,ZBH,1
Republican,GA,Marjorie Taylor Greene,Industrials,Industrial Specialties,ALb,1
Republican,MT,Greg Gianforte,Industrials,Industrial Specialties,ESI,5
Democrat,NV,Susie Lee,Industrials,Industrial Specialties,ESI,2
Republican,MT,Greg Gianforte,Industrials,Industrial Specialties,LTHM,1
Democrat,CA,Gilbert Cisneros,Industrials,Industrial Specialties,WDFC,3
Democrat,NJ,Josh Gottheimer,Industrials,Industrial Specialties,WDFC,1
Republican,MT,Greg Gianforte,Energy,Integrated oil Companies,BP,1
Republican,MS,Michael Patrick Guest,Energy,Integrated oil Companies,BP,1
Republican,NC,Virginia Foxx,Energy,Integrated oil Companies,BP,9
Republican,NY,Chris Jacobs,Energy,Integrated oil Companies,COP,1
Democrat,FL,Donna Shalala,Energy,Integrated oil Companies,COP,3
Republican,KY,John A. Yarmuth,Energy,Integrated oil Companies,COP,2
Republican,FL,John Rutherford,Energy,Integrated oil Companies,COP,1
Democrat,NJ,Josh Gottheimer,Energy,Integrated oil Companies,COP,6
Democrat,OR,Kurt Schrader,Energy,Integrated oil Companies,COP,2
Democrat,FL,Lois Frankel,Energy,Integrated oil Companies,COP,4
Democrat,NJ,Mikie Sherrill,Energy,Integrated oil Companies,COP,1
Democrat,MO,Wm. Lacy Clay,Energy,Integrated oil Companies,COP,1
Republican,NC,Virginia Foxx,Energy,Integrated oil Companies,CVI,5
Republican,WV,Carol Devine Miller,Energy,Integrated oil Companies,CVX,2
Republican,NY,Chris Jacobs,Energy,Integrated oil Companies,CVX,5
Democrat,FL,Donna Shalala,Energy,Integrated oil Companies,CVX,2
Democrat,NJ,Frank Pallone,Energy,Integrated oil Companies,CVX,1
Republican,NC,George Holding,Energy,Integrated oil Companies,CVX,2
Democrat,CT,Joe Courtney,Energy,Integrated oil Companies,CVX,2
Republican,UT,John Curtis,Energy,Integrated oil Companies,CVX,2
Republican,FL,John Rutherford,Energy,Integrated oil Companies,CVX,1
Democrat,NJ,Josh Gottheimer,Energy,Integrated oil Companies,CVX,4
Republican,TX,Kenny Marchant,Energy,Integrated oil Companies,CVX,3
Republican,OK,Kevin Hern,Energy,Integrated oil Companies,CVX,1
Republican,TX,K. Michael Conaway,Energy,Integrated oil Companies,CVX,4
Democrat,OR,Kurt Schrader,Energy,Integrated oil Companies,CVX,3
Republican,GA,Marjorie Taylor Greene,Energy,Integrated oil Companies,CVX,2
Republican,WI,Mike Gallagher,Energy,Integrated oil Companies,CVX,1
Democrat,NJ,Mikie Sherrill,Energy,Integrated oil Companies,CVX,1
Republican,TX,Patrick Fallon,Energy,Integrated oil Companies,CVX,7
Republican,MI,Peter Meijer,Energy,Integrated oil Companies,CVX,1
Republican,KS,Roger W. Marshall,Energy,Integrated oil Companies,CVX,1
Republican,KS,Ron Estes,Energy,Integrated oil Companies,CVX,2
Democrat,TN,Steve Cohen,Energy,Integrated oil Companies,CVX,4
Republican,IN,Susan W. Brooks,Energy,Integrated oil Companies,CVX,1
Republican,TX,Van Taylor,Energy,Integrated oil Companies,CVX,1
Democrat,MA,William R. Keating,Energy,Integrated oil Companies,CVX,2
Democrat,SC,William R. Timmons,Energy,Integrated oil Companies,CVX,1
Democrat,NY,Thomas Suozzi,Energy,Integrated oil Companies,DINO,1
Republican,MT,Greg Gianforte,Energy,Integrated oil Companies,EQNR,1
Republican,ID,Michael K. Simpson,Energy,Integrated oil Companies,EQNR,2
Democrat,FL,Donna Shalala,Energy,Integrated oil Companies,HFC,1
Republican,OH,Bob Gibbs,Energy,Integrated oil Companies,MPC,1
Democrat,MA,Katherine M. Clark,Energy,Integrated oil Companies,MPC,2
Republican,TX,K. Michael Conaway,Energy,Integrated oil Companies,MPC,1
Democrat,FL,Lois Frankel,Energy,Integrated oil Companies,PBF,3
Republican,TN,Mark E. Green,Energy,Integrated oil Companies,PBF,1
Republican,WV,Carol Devine Miller,Energy,Integrated oil Companies,PSX,1
Republican,FL,John Rutherford,Energy,Integrated oil Companies,PSX,1
Democrat,NY,Joseph D. Morelle,Energy,Integrated oil Companies,PSX,1
Democrat,NJ,Josh Gottheimer,Energy,Integrated oil Companies,PSX,4
Republican,OK,Kevin Hern,Energy,Integrated oil Companies,PSX,2
Republican,TX,Michael C. Burgess,Energy,Integrated oil Companies,PSX,1
Republican,ID,Michael K. Simpson,Energy,Integrated oil Companies,PSX,1
Republican,MI,Peter Meijer,Energy,Integrated oil Companies,PSX,1
Republican,NC,Virginia Foxx,Energy,Integrated oil Companies,PSX,1
Republican,FL,John Rutherford,Energy,Integrated oil Companies,SNP,1
Democrat,PA,Dwight Evans,Energy,Integrated oil Companies,SU,1
Republican,FL,Francis Rooney,Energy,Integrated oil Companies,SU,1
Republican,OK,Kevin Hern,Energy,Integrated oil Companies,SU,2
Democrat,FL,Lois Frankel,Energy,Integrated oil Companies,SU,2
Democrat,MA,William R. Keating,Energy,Integrated oil Companies,SU,2
Republican,UT,John Curtis,Energy,Integrated oil Companies,VLO,2
Democrat,NJ,Mikie Sherrill,Energy,Integrated oil Companies,VLO,1
Democrat,NV,Susie Lee,Energy,Integrated oil Companies,VLO,4
Democrat,NY,Thomas Suozzi,Energy,Integrated oil Companies,VLO,1
Republican,GA,Austin Scott,Energy,Integrated oil Companies,XOM,1
Republican,OH,Bob Gibbs,Energy,Integrated oil Companies,XOM,2
Republican,NY,Chris Jacobs,Energy,Integrated oil Companies,XOM,5
Republican,TN,David Kustoff,Energy,Integrated oil Companies,XOM,1
Democrat,PA,Dwight Evans,Energy,Integrated oil Companies,XOM,1
Republican,MI,Fred Upton,Energy,Integrated oil Companies,XOM,1
Republican,AR,James French Hill,Energy,Integrated oil Companies,XOM,2
Republican,KY,John A. Yarmuth,Energy,Integrated oil Companies,XOM,3
Republican,OK,Kevin Hern,Energy,Integrated oil Companies,XOM,12
Democrat,OR,Kurt Schrader,Energy,Integrated oil Companies,XOM,7
Democrat,IL,Marie Newman,Energy,Integrated oil Companies,XOM,4
Republican,MS,Michael Patrick Guest,Energy,Integrated oil Companies,XOM,1
Democrat,NJ,Mikie Sherrill,Energy,Integrated oil Companies,XOM,3
Democrat,IN,Peter J. Visclosky,Energy,Integrated oil Companies,XOM,1
Republican,MI,Peter Meijer,Energy,Integrated oil Companies,XOM,1
Democrat,VT,Peter Welch,Energy,Integrated oil Companies,XOM,1
Republican,VA,Robert J. Wittman,Energy,Integrated oil Companies,XOM,2
Democrat,TN,Steve Cohen,Energy,Integrated oil Companies,XOM,2
Republican,IN,Susan W. Brooks,Energy,Integrated oil Companies,XOM,1
Republican,SC,Tom Rice,Energy,Integrated oil Companies,XOM,2
Republican,TX,Van Taylor,Energy,Integrated oil Companies,XOM,13
Republican,NC,Virginia Foxx,Energy,Integrated oil Companies,XOM,6
Democrat,FL,Lois Frankel,Technology,Interactive Media,CARG,5
Democrat,CA,Alan S. Lowenthal,Technology,Interactive Media,LZ,3
Democrat,NV,Susie Lee,Technology,Internet and Information Services,DNB,3
Republican,UT,John Curtis,Technology,Internet and Information Services,META,1
Democrat,FL,Donna Shalala,Technology,Internet and Information Services,WB,3
Democrat,FL,Donna Shalala,Technology,Internet and Information Services,YNDX,1
Republican,MT,Greg Gianforte,Technology,Internet and Information Services,YNDX,3
Democrat,NJ,Josh Gottheimer,Technology,Internet and Information Services,YNDX,1
Republican,MI,Peter Meijer,Technology,Internet and Information Services,YNDX,1
Democrat,CA,Alan S. Lowenthal,Finance,Investment Bankers/Brokers/Service,BLK,3
Republican,WV,Carol Devine Miller,Finance,Investment Bankers/Brokers/Service,BLK,1
Democrat,FL,Donna Shalala,Finance,Investment Bankers/Brokers/Service,BLK,1
Democrat,OR,Earl Blumenauer,Finance,Investment Bankers/Brokers/Service,BLK,3
Democrat,CT,Joe Courtney,Finance,Investment Bankers/Brokers/Service,BLK,2
Republican,UT,John Curtis,Finance,Investment Bankers/Brokers/Service,BLK,3
Democrat,NJ,Josh Gottheimer,Finance,Investment Bankers/Brokers/Service,BLK,1
Democrat,MA,Katherine M. Clark,Finance,Investment Bankers/Brokers/Service,BLK,3
Democrat,NC,Kathy Manning,Finance,Investment Bankers/Brokers/Service,BLK,1
Republican,OK,Kevin Hern,Finance,Investment Bankers/Brokers/Service,BLK,3
Democrat,OR,Kurt Schrader,Finance,Investment Bankers/Brokers/Service,BLK,6
Democrat,FL,Lois Frankel,Finance,Investment Bankers/Brokers/Service,BLK,7
Democrat,NJ,Mikie Sherrill,Finance,Investment Bankers/Brokers/Service,BLK,3
Republican,TX,Pete Sessions,Finance,Investment Bankers/Brokers/Service,BLK,1
Democrat,NY,Sean Patrick Maloney,Finance,Investment Bankers/Brokers/Service,BLK,1
Democrat,NV,Susie Lee,Finance,Investment Bankers/Brokers/Service,BLK,2
Democrat,NY,Thomas Suozzi,Finance,Investment Bankers/Brokers/Service,BLK,2
Democrat,MN,Dean Phillips,Finance,Investment Bankers/Brokers/Service,CME,1
Democrat,VA,"Donald S. Beyer, Jr.",Finance,Investment Bankers/Brokers/Service,CME,2
Republican,KY,John A. Yarmuth,Finance,Investment Bankers/Brokers/Service,CME,2
Republican,UT,John Curtis,Finance,Investment Bankers/Brokers/Service,CME,2
Democrat,NC,Kathy Manning,Finance,Investment Bankers/Brokers/Service,CME,6
Democrat,OR,Kurt Schrader,Finance,Investment Bankers/Brokers/Service,CME,1
Democrat,NJ,Mikie Sherrill,Finance,Investment Bankers/Brokers/Service,CME,1
Republican,VA,Robert J. Wittman,Finance,Investment Bankers/Brokers/Service,CME,1
Democrat,CA,Ro Khanna,Finance,Investment Bankers/Brokers/Service,CME,1
Democrat,CA,Zoe Lofgren,Finance,Investment Bankers/Brokers/Service,CME,2
Republican,MT,Greg Gianforte,Finance,Investment Bankers/Brokers/Service,CS,1
Democrat,CA,Zoe Lofgren,Finance,Investment Bankers/Brokers/Service,CS,2
Democrat,FL,Donna Shalala,Finance,Investment Bankers/Brokers/Service,EEFT,2
,PR,Ada Norah Henriquez,Finance,Investment Bankers/Brokers/Service,GS,1
Democrat,MN,Dean Phillips,Finance,Investment Bankers/Brokers/Service,GS,1
Democrat,VA,"Donald S. Beyer, Jr.",Finance,Investment Bankers/Brokers/Service,GS,14
Democrat,OR,Earl Blumenauer,Finance,Investment Bankers/Brokers/Service,GS,2
Democrat,CA,Gilbert Cisneros,Finance,Investment Bankers/Brokers/Service,GS,2
Republican,KY,John A. Yarmuth,Finance,Investment Bankers/Brokers/Service,GS,1
Republican,UT,John Curtis,Finance,Investment Bankers/Brokers/Service,GS,1
Democrat,NJ,Josh Gottheimer,Finance,Investment Bankers/Brokers/Service,GS,2
Democrat,FL,Lois Frankel,Finance,Investment Bankers/Brokers/Service,GS,2
Republican,GA,Marjorie Taylor Greene,Finance,Investment Bankers/Brokers/Service,GS,2
Democrat,NY,Thomas Suozzi,Finance,Investment Bankers/Brokers/Service,GS,2
Democrat,CA,Nancy Pelosi,Finance,Investment Bankers/Brokers/Service,IBKR,1
Democrat,CA,Alan S. Lowenthal,Finance,Investment Bankers/Brokers/Service,ICE,5
Republican,TX,August Lee Pfluger,Finance,Investment Bankers/Brokers/Service,ICE,2
Democrat,OR,Earl Blumenauer,Finance,Investment Bankers/Brokers/Service,ICE,4
Republican,KY,John A. Yarmuth,Finance,Investment Bankers/Brokers/Service,ICE,2
Republican,UT,John Curtis,Finance,Investment Bankers/Brokers/Service,ICE,3
Democrat,NJ,Josh Gottheimer,Finance,Investment Bankers/Brokers/Service,ICE,1
Republican,TX,Kenny Marchant,Finance,Investment Bankers/Brokers/Service,ICE,2
Republican,OK,Kevin Hern,Finance,Investment Bankers/Brokers/Service,ICE,4
Democrat,MA,William R. Keating,Finance,Investment Bankers/Brokers/Service,ICE,1
Democrat,IA,Cynthia Axne,Finance,Investment Bankers/Brokers/Service,JEF,4
Democrat,CA,Gilbert Cisneros,Finance,Investment Bankers/Brokers/Service,JEF,1
Democrat,CA,Zoe Lofgren,Finance,Investment Bankers/Brokers/Service,JEF,1
Democrat,CA,Sara Jacobs,Finance,Investment Bankers/Brokers/Service,LPLA,2
Democrat,NV,Susie Lee,Finance,Investment Bankers/Brokers/Service,LPLA,4
Democrat,NJ,Josh Gottheimer,Finance,Investment Bankers/Brokers/Service,MKTX,6
Democrat,NV,Susie Lee,Finance,Investment Bankers/Brokers/Service,MKTX,1
Democrat,MD,David Trone,Finance,Investment Bankers/Brokers/Service,MS,2
Democrat,MN,Dean Phillips,Finance,Investment Bankers/Brokers/Service,MS,1
Democrat,MI,Debbie Dingell,Finance,Investment Bankers/Brokers/Service,MS,1
Democrat,VA,"Donald S. Beyer, Jr.",Finance,Investment Bankers/Brokers/Service,MS,2
Democrat,CA,Gilbert Cisneros,Finance,Investment Bankers/Brokers/Service,MS,1
Republican,KY,John A. Yarmuth,Finance,Investment Bankers/Brokers/Service,MS,1
Republican,UT,John Curtis,Finance,Investment Bankers/Brokers/Service,MS,3
Democrat,NJ,Josh Gottheimer,Finance,Investment Bankers/Brokers/Service,MS,6
Republican,OK,Kevin Hern,Finance,Investment Bankers/Brokers/Service,MS,1
Democrat,FL,Lois Frankel,Finance,Investment Bankers/Brokers/Service,MS,5
Republican,TX,Michael C. Burgess,Finance,Investment Bankers/Brokers/Service,MS,3
Republican,TX,Michael T. McCaul,Finance,Investment Bankers/Brokers/Service,MS,4
Republican,MI,Peter Meijer,Finance,Investment Bankers/Brokers/Service,MS,1
Democrat,CA,Ro Khanna,Finance,Investment Bankers/Brokers/Service,MS,5
Democrat,NY,Thomas Suozzi,Finance,Investment Bankers/Brokers/Service,MS,2
Democrat,MA,William R. Keating,Finance,Investment Bankers/Brokers/Service,MS,2
Democrat,CA,Zoe Lofgren,Finance,Investment Bankers/Brokers/Service,MS,1
Democrat,VA,"Donald S. Beyer, Jr.",Finance,Investment Bankers/Brokers/Service,NDAQ,10
Democrat,FL,Lois Frankel,Finance,Investment Bankers/Brokers/Service,NDAQ,1
Democrat,MN,Dean Phillips,Finance,Investment Bankers/Brokers/Service,SCHW,9
Democrat,OR,Earl Blumenauer,Finance,Investment Bankers/Brokers/Service,SCHW,1
Democrat,NJ,Josh Gottheimer,Finance,Investment Bankers/Brokers/Service,SCHW,11
Democrat,OR,Kurt Schrader,Finance,Investment Bankers/Brokers/Service,SCHW,3
Republican,MI,Peter Meijer,Finance,Investment Bankers/Brokers/Service,SCHW,1
Democrat,VT,Peter Welch,Finance,Investment Bankers/Brokers/Service,SCHW,1
Republican,VA,Robert J. Wittman,Finance,Investment Bankers/Brokers/Service,SCHW,2
Democrat,CA,Ro Khanna,Finance,Investment Bankers/Brokers/Service,SCHW,3
Democrat,NV,Susie Lee,Finance,Investment Bankers/Brokers/Service,SCHW,3
Democrat,NJ,Mikie Sherrill,Finance,Investment Bankers/Brokers/Service,SEIC,3
Democrat,CA,Gilbert Cisneros,Finance,Investment Bankers/Brokers/Service,SF,1
Democrat,NJ,Josh Gottheimer,Finance,Investment Bankers/Brokers/Service,SF,1
Republican,TN,"Charles J. ""Chuck"" Fleischmann",Finance,Investment Bankers/Brokers/Service,TROW,1
Republican,FL,Francis Rooney,Finance,Investment Bankers/Brokers/Service,TROW,1
Republican,OK,Kevin Hern,Finance,Investment Bankers/Brokers/Service,TROW,1
Republican,ID,Michael K. Simpson,Finance,Investment Bankers/Brokers/Service,TROW,1
Democrat,NJ,Mikie Sherrill,Finance,Investment Bankers/Brokers/Service,TROW,1
Democrat,FL,Donna Shalala,Finance,Investment Bankers/Brokers/Service,WDR,1
Democrat,NJ,Josh Gottheimer,Finance,Investment Bankers/Brokers/Service,XP,4
Democrat,CA,Nancy Pelosi,Finance,Investment Managers,AB,5
Democrat,MN,Dean Phillips,Finance,Investment Managers,AMG,1
Democrat,CA,Gilbert Cisneros,Finance,Investment Managers,AMG,1
Republican,OK,Kevin Hern,Finance,Investment Managers,AMP,2
Democrat,NV,Susie Lee,Finance,Investment Managers,AMP,2
Democrat,PA,Dwight Evans,Finance,Investment Managers,APO,1
