party,state,representative,sector,industry,ticker,count
Republican,WV,Carol Devine Miller,Finance,Accident &Health Insurance,AFL,1
Democrat,MN,Dean Phillips,Finance,Accident &Health Insurance,AFL,1
Democrat,CA,Gilbert Cisneros,Finance,Accident &Health Insurance,AFL,1
Republican,FL,John Rutherford,Finance,Accident &Health Insurance,AFL,1
Republican,GA,Marjorie Taylor Greene,Finance,Accident &Health Insurance,AFL,1
Democrat,CA,Sara Jacobs,Finance,Accident &Health Insurance,AFL,1
Democrat,CA,Gilbert Cisneros,Finance,Accident &Health Insurance,UNM,1
Democrat,CA,Gilbert Cisneros,Consumer Discretionary,Advertising,IPG,2
Democrat,CA,Sara Jacobs,Consumer Discretionary,Advertising,IPG,1
Democrat,CT,Joe Courtney,Consumer Discretionary,Advertising,MFC,1
Republican,FL,John Rutherford,Consumer Discretionary,Advertising,MFC,1
Democrat,NJ,Josh Gottheimer,Consumer Discretionary,Advertising,MFC,1
Republican,NC,Virginia Foxx,Consumer Discretionary,Advertising,MFC,3
Democrat,MN,Dean Phillips,Consumer Discretionary,Advertising,OMC,1
Democrat,CA,Gilbert Cisneros,Consumer Discretionary,Advertising,OMC,2
Democrat,CT,John B. Larson,Consumer Discretionary,Advertising,OMC,1
Democrat,NJ,Josh Gottheimer,Finance,Advertising,EFX,4
Democrat,FL,Lois Frankel,Finance,Advertising,EFX,2
Republican,MI,Peter Meijer,Finance,Advertising,EFX,1
Democrat,NV,Susie Lee,Finance,Advertising,EFX,2
Democrat,CA,Nancy Pelosi,Finance,Advertising,MORN,1
Democrat,VA,"Donald S. Beyer, Jr.",Finance,Advertising,MSCI,10
Democrat,CA,Gilbert Cisneros,Finance,Advertising,MSCI,5
Democrat,NJ,Josh Gottheimer,Finance,Advertising,MSCI,1
Democrat,OR,Kurt Schrader,Finance,Advertising,MSCI,1
Republican,MI,Peter Meijer,Finance,Advertising,MSCI,1
Democrat,NV,Susie Lee,Finance,Advertising,MSCI,2
Jackson,NJ,Thomas H. Kean,Finance,Advertising,SPGi,1
Republican,MI,Peter Meijer,Finance,Advertising,TRU,1
Democrat,NV,Susie Lee,Finance,Advertising,TRU,3
Democrat,CA,Zoe Lofgren,Finance,Advertising,TRU,1
Democrat,CA,Alan S. Lowenthal,Capital Goods,Aerospace,BA,5
Republican,UT,Blake Moore,Capital Goods,Aerospace,BA,1
Republican,OH,Bob Gibbs,Capital Goods,Aerospace,BA,1
Republican,TX,Dan Crenshaw,Capital Goods,Aerospace,BA,2
Democrat,CA,Gilbert Cisneros,Capital Goods,Aerospace,BA,3
Republican,KY,John A. Yarmuth,Capital Goods,Aerospace,BA,1
Democrat,NJ,Josh Gottheimer,Capital Goods,Aerospace,BA,4
Republican,TX,Kenny Marchant,Capital Goods,Aerospace,BA,2
Republican,OK,Kevin Hern,Capital Goods,Aerospace,BA,3
Democrat,IL,Marie Newman,Capital Goods,Aerospace,BA,2
Republican,ID,Michael K. Simpson,Capital Goods,Aerospace,BA,1
Republican,CA,Mike Garcia,Capital Goods,Aerospace,BA,4
Republican,TX,Patrick Fallon,Capital Goods,Aerospace,BA,2
Republican,MI,Peter Meijer,Capital Goods,Aerospace,BA,1
Democrat,TN,Steve Cohen,Capital Goods,Aerospace,BA,1
Democrat,NY,Thomas Suozzi,Capital Goods,Aerospace,BA,4
Democrat,MA,William R. Keating,Capital Goods,Aerospace,BA,2
Democrat,MN,Dean Phillips,Capital Goods,Aerospace,HON,5
Republican,MI,Fred Upton,Capital Goods,Aerospace,HON,1
Democrat,CT,Joe Courtney,Capital Goods,Aerospace,HON,2
Republican,KY,John A. Yarmuth,Capital Goods,Aerospace,HON,2
Republican,UT,John Curtis,Capital Goods,Aerospace,HON,2
Democrat,NJ,Josh Gottheimer,Capital Goods,Aerospace,HON,2
Democrat,MA,Katherine M. Clark,Capital Goods,Aerospace,HON,2
Republican,OK,Kevin Hern,Capital Goods,Aerospace,HON,8
Democrat,WA,Kim Schrier,Capital Goods,Aerospace,HON,1
Democrat,FL,Lois Frankel,Capital Goods,Aerospace,HON,2
Republican,TX,Michael T. McCaul,Capital Goods,Aerospace,HON,6
Democrat,NJ,Mikie Sherrill,Capital Goods,Aerospace,HON,1
Republican,VA,Robert J. Wittman,Capital Goods,Aerospace,HON,1
Democrat,CA,Ro Khanna,Capital Goods,Aerospace,HON,2
Republican,KS,Ron Estes,Capital Goods,Aerospace,HON,2
Republican,UT,Blake Moore,Capital Goods,Aerospace,RTX,4
Republican,WV,David B. McKinley,Capital Goods,Aerospace,RTX,7
Democrat,NC,David E. Price,Capital Goods,Aerospace,RTX,1
Democrat,PA,Dwight Evans,Capital Goods,Aerospace,RTX,1
Democrat,OR,Earl Blumenauer,Capital Goods,Aerospace,RTX,3
Republican,FL,Francis Rooney,Capital Goods,Aerospace,RTX,1
Democrat,CA,Gilbert Cisneros,Capital Goods,Aerospace,RTX,5
Republican,UT,John Curtis,Capital Goods,Aerospace,RTX,2
Republican,FL,John Rutherford,Capital Goods,Aerospace,RTX,1
Republican,OK,Kevin Hern,Capital Goods,Aerospace,RTX,8
Republican,TX,K. Michael Conaway,Capital Goods,Aerospace,RTX,1
Republican,MI,Peter Meijer,Capital Goods,Aerospace,RTX,1
Democrat,CA,Gilbert Cisneros,Industrials,Aerospace,AIR,1
Democrat,OR,Earl Blumenauer,Industrials,Aerospace,ERJ,2
Republican,CA,Mike Garcia,Industrials,Aerospace,TXT,1
Democrat,MN,Dean Phillips,Basic Industries,Agricultural Chemicals,MOS,1
Democrat,CA,Gilbert Cisneros,Basic Industries,Agricultural Chemicals,MOS,3
Democrat,MA,Katherine M. Clark,Basic Industries,Agricultural Chemicals,MOS,2
Republican,MI,Peter Meijer,Basic Industries,Agricultural Chemicals,MOS,1
Republican,NC,Virginia Foxx,Basic Industries,Agricultural Chemicals,MOS,6
Democrat,NV,Susie Lee,Basic Industries,Agricultural Chemicals,SMG,3
Democrat,FL,Donna Shalala,Industrials,Agricultural Chemicals,CF,2
Democrat,CA,Gilbert Cisneros,Industrials,Agricultural Chemicals,CF,2
Republican,NC,Virginia Foxx,Industrials,Agricultural Chemicals,CF,5
Democrat,NV,Susie Lee,Industrials,Agricultural Chemicals,FMC,2
Republican,MT,Greg Gianforte,Industrials,Agricultural Chemicals,ICL,1
Republican,TX,Patrick Fallon,Consumer Discretionary,Air Freight/Delivery Services,AAl,1
Democrat,CA,Gilbert Cisneros,Consumer Discretionary,Air Freight/Delivery Services,ALGT,1
Democrat,NJ,Josh Gottheimer,Consumer Discretionary,Air Freight/Delivery Services,ALGT,3
Democrat,FL,Donna Shalala,Consumer Discretionary,Air Freight/Delivery Services,ALK,2
Democrat,OR,Earl Blumenauer,Consumer Discretionary,Air Freight/Delivery Services,ALK,3
Republican,WI,Mike Gallagher,Consumer Discretionary,Air Freight/Delivery Services,ALK,1
Democrat,CA,Susan A. Davis,Consumer Discretionary,Air Freight/Delivery Services,ALK,1
Republican,IN,Victoria Spartz,Consumer Discretionary,Air Freight/Delivery Services,ALK,1
Republican,TX,Dan Crenshaw,Consumer Discretionary,Air Freight/Delivery Services,LUV,2
Democrat,MN,Dean Phillips,Consumer Discretionary,Air Freight/Delivery Services,LUV,6
Democrat,PA,Dwight Evans,Consumer Discretionary,Air Freight/Delivery Services,LUV,2
Democrat,CA,Gilbert Cisneros,Consumer Discretionary,Air Freight/Delivery Services,LUV,3
Democrat,RI,James R. Langevin,Consumer Discretionary,Air Freight/Delivery Services,LUV,1
Republican,KY,John A. Yarmuth,Consumer Discretionary,Air Freight/Delivery Services,LUV,1
Democrat,FL,Kathy Castor,Consumer Discretionary,Air Freight/Delivery Services,LUV,3
Democrat,NC,Kathy Manning,Consumer Discretionary,Air Freight/Delivery Services,LUV,1
Republican,TX,Kenny Marchant,Consumer Discretionary,Air Freight/Delivery Services,LUV,3
Republican,TX,K. Michael Conaway,Consumer Discretionary,Air Freight/Delivery Services,LUV,3
Republican,TX,Patrick Fallon,Consumer Discretionary,Air Freight/Delivery Services,LUV,7
Democrat,CA,Susan A. Davis,Consumer Discretionary,Air Freight/Delivery Services,LUV,1
Republican,IN,Victoria Spartz,Consumer Discretionary,Air Freight/Delivery Services,LUV,2
Democrat,FL,Donna Shalala,Consumer Discretionary,Air Freight/Delivery Services,SAVE,2
Democrat,CO,Ed Perlmutter,Consumer Discretionary,Air Freight/Delivery Services,UAL,1
Democrat,NJ,Josh Gottheimer,Consumer Discretionary,Air Freight/Delivery Services,UAL,1
Democrat,IL,Marie Newman,Consumer Discretionary,Air Freight/Delivery Services,UAL,3
Republican,TN,Mark E. Green,Consumer Discretionary,Air Freight/Delivery Services,UAL,4
Republican,ID,Michael K. Simpson,Consumer Discretionary,Air Freight/Delivery Services,UAL,1
Republican,IL,Adam Kinzinger,Transportation,Air Freight/Delivery Services,AAL,7
Democrat,MN,Dean Phillips,Transportation,Air Freight/Delivery Services,AAL,3
Democrat,RI,James R. Langevin,Transportation,Air Freight/Delivery Services,AAL,1
Democrat,FL,Kathy Castor,Transportation,Air Freight/Delivery Services,AAL,2
Republican,TX,K. Michael Conaway,Transportation,Air Freight/Delivery Services,AAL,1
Republican,TN,Mark E. Green,Transportation,Air Freight/Delivery Services,AAL,3
Republican,ID,Michael K. Simpson,Transportation,Air Freight/Delivery Services,AAL,2
Republican,CA,Mike Garcia,Transportation,Air Freight/Delivery Services,AAL,4
Republican,TX,Patrick Fallon,Transportation,Air Freight/Delivery Services,AAL,6
Democrat,MN,Dean Phillips,Transportation,Air Freight/Delivery Services,DAL,1
Democrat,VA,"Donald S. Beyer, Jr.",Transportation,Air Freight/Delivery Services,DAL,4
Democrat,CA,Gilbert Cisneros,Transportation,Air Freight/Delivery Services,DAL,1
Democrat,NJ,Josh Gottheimer,Transportation,Air Freight/Delivery Services,DAL,1
Republican,IN,Susan W. Brooks,Transportation,Air Freight/Delivery Services,DAL,1
Democrat,OR,Earl Blumenauer,Transportation,Air Freight/Delivery Services,FDX,1
Democrat,CA,Gilbert Cisneros,Transportation,Air Freight/Delivery Services,FDX,2
Democrat,NJ,Josh Gottheimer,Transportation,Air Freight/Delivery Services,FDX,6
Democrat,NC,Kathy Manning,Transportation,Air Freight/Delivery Services,FDX,1
Democrat,IL,Marie Newman,Transportation,Air Freight/Delivery Services,FDX,14
Republican,WI,Mike Gallagher,Transportation,Air Freight/Delivery Services,FDX,1
Republican,TX,Patrick Fallon,Transportation,Air Freight/Delivery Services,FDX,8
Republican,MI,Peter Meijer,Transportation,Air Freight/Delivery Services,FDX,1
Democrat,CA,Ro Khanna,Transportation,Air Freight/Delivery Services,FDX,1
Democrat,TN,Steve Cohen,Transportation,Air Freight/Delivery Services,FDX,1
Democrat,CA,Gilbert Cisneros,Consumer Discretionary,Apparel,CPRI,1
Democrat,FL,Donna Shalala,Consumer Discretionary,Apparel,OXM,2
Democrat,NJ,Josh Gottheimer,Consumer Discretionary,Apparel,TPR,5
Republican,TX,Michael T. McCaul,Consumer Discretionary,Apparel,TPR,2
Democrat,NJ,Tom Malinowski,Consumer Discretionary,Apparel,TPR,1
Republican,KY,John A. Yarmuth,Consumer Non-Durables,Apparel,CTAS,1
Democrat,OR,Kurt Schrader,Consumer Non-Durables,Apparel,CTAS,3
Republican,MI,Peter Meijer,Consumer Non-Durables,Apparel,CTAS,1
Democrat,CA,Zoe Lofgren,Consumer Non-Durables,Apparel,CTAS,3
Democrat,NJ,Josh Gottheimer,Consumer Non-Durables,Apparel,LULU,5
Republican,GA,Marjorie Taylor Greene,Consumer Non-Durables,Apparel,LULU,2
Republican,MI,Peter Meijer,Consumer Non-Durables,Apparel,LULU,1
Democrat,FL,Donna Shalala,Consumer Non-Durables,Apparel,RL,2
Democrat,MN,Dean Phillips,Consumer Non-Durables,Apparel,UA,1
Democrat,IL,Marie Newman,Consumer Non-Durables,Apparel,UA,2
Democrat,MN,Dean Phillips,Consumer Non-Durables,Apparel,UAA,1
Republican,MI,Fred Upton,Consumer Non-Durables,Apparel,UAA,1
Democrat,NV,Susie Lee,Consumer Non-Durables,Apparel,UAA,5
Republican,NY,Chris Jacobs,Consumer Non-Durables,Apparel,VFC,1
Republican,WV,David B. McKinley,Consumer Non-Durables,Apparel,VFC,1
Democrat,MD,David Trone,Consumer Non-Durables,Apparel,VFC,1
Democrat,CA,Gilbert Cisneros,Consumer Non-Durables,Apparel,VFC,1
Republican,OK,Kevin Hern,Consumer Non-Durables,Apparel,VFC,2
Democrat,NJ,Mikie Sherrill,Consumer Non-Durables,Apparel,VFC,1
Democrat,CA,Sara Jacobs,Consumer Non-Durables,Apparel,VFC,1
Republican,MT,Greg Gianforte,Health Care,Assisted Living Services,AMN,4
Republican,TX,Michael C. Burgess,Consumer Discretionary,Auto & Home Supply Stores,AAP,4
Republican,GA,Austin Scott,Capital Goods,Auto Manufacturing,F,2
Republican,OH,Bob Gibbs,Capital Goods,Auto Manufacturing,F,2
Republican,NY,Chris Jacobs,Capital Goods,Auto Manufacturing,F,2
Democrat,MN,Dean Phillips,Capital Goods,Auto Manufacturing,F,2
Democrat,OR,Earl Blumenauer,Capital Goods,Auto Manufacturing,F,1
Democrat,CO,Ed Perlmutter,Capital Goods,Auto Manufacturing,F,4
,MO,Eric Burlison,Capital Goods,Auto Manufacturing,F,1
Democrat,CA,Gilbert Cisneros,Capital Goods,Auto Manufacturing,F,4
Republican,FL,Gus M. Bilirakis,Capital Goods,Auto Manufacturing,F,1
Republican,IN,Jim Banks,Capital Goods,Auto Manufacturing,F,6
Democrat,CT,Joe Courtney,Capital Goods,Auto Manufacturing,F,1
Republican,TX,Kenny Marchant,Capital Goods,Auto Manufacturing,F,1
Democrat,CA,Linda T. Sanchez,Capital Goods,Auto Manufacturing,F,1
Democrat,IL,Marie Newman,Capital Goods,Auto Manufacturing,F,1
Republican,TX,Michael C. Burgess,Capital Goods,Auto Manufacturing,F,1
Democrat,CA,Susan A. Davis,Capital Goods,Auto Manufacturing,F,1
Democrat,NY,Thomas Suozzi,Capital Goods,Auto Manufacturing,F,1
Democrat,CA,Alan S. Lowenthal,Capital Goods,Auto Manufacturing,GM,10
Democrat,MN,Dean Phillips,Capital Goods,Auto Manufacturing,GM,1
Democrat,NC,Deborah K. Ross,Capital Goods,Auto Manufacturing,GM,1
Republican,TN,Diana Harshbarger,Capital Goods,Auto Manufacturing,GM,1
Democrat,CA,Gilbert Cisneros,Capital Goods,Auto Manufacturing,GM,1
Democrat,IL,Marie Newman,Capital Goods,Auto Manufacturing,GM,2
Democrat,CA,Ro Khanna,Capital Goods,Auto Manufacturing,GM,2
Democrat,NY,Thomas Suozzi,Capital Goods,Auto Manufacturing,GM,1
Democrat,MA,William R. Keating,Capital Goods,Auto Manufacturing,GM,2
Democrat,CA,Zoe Lofgren,Capital Goods,Auto Manufacturing,GM,1
Republican,MT,Greg Gianforte,Capital Goods,Auto Manufacturing,HMC,1
Democrat,MN,Dean Phillips,Capital Goods,Auto Manufacturing,PCAR,2
Democrat,NJ,Josh Gottheimer,Capital Goods,Auto Manufacturing,PCAR,2
Republican,TX,Michael T. McCaul,Capital Goods,Auto Manufacturing,PCAR,2
Republican,MI,Peter Meijer,Capital Goods,Auto Manufacturing,PCAR,1
Democrat,OR,Earl Blumenauer,Capital Goods,Auto Manufacturing,TM,1
Republican,MT,Greg Gianforte,Capital Goods,Auto Manufacturing,TM,1
Republican,FL,John Rutherford,Capital Goods,Auto Manufacturing,TM,1
Democrat,TN,Steve Cohen,Capital Goods,Auto Manufacturing,TM,1
Republican,IA,Ashley Hinson Arenholz,Capital Goods,Auto Manufacturing,TSLA,2
Republican,UT,Blake Moore,Capital Goods,Auto Manufacturing,TSLA,2
Republican,NY,Chris Jacobs,Capital Goods,Auto Manufacturing,TSLA,2
Republican,TX,Dan Crenshaw,Capital Goods,Auto Manufacturing,TSLA,6
Republican,WV,David B. McKinley,Capital Goods,Auto Manufacturing,TSLA,1
Democrat,MN,Dean Phillips,Capital Goods,Auto Manufacturing,TSLA,2
Democrat,PA,Dwight Evans,Capital Goods,Auto Manufacturing,TSLA,2
Democrat,VA,Elaine Luria,Capital Goods,Auto Manufacturing,TSLA,1
Democrat,CA,Gilbert Cisneros,Capital Goods,Auto Manufacturing,TSLA,1
Democrat,CA,Harley E. Rouda,Capital Goods,Auto Manufacturing,TSLA,1
Republican,AR,James French Hill,Capital Goods,Auto Manufacturing,TSLA,1
Democrat,NJ,Josh Gottheimer,Capital Goods,Auto Manufacturing,TSLA,24
Democrat,NC,Kathy Manning,Capital Goods,Auto Manufacturing,TSLA,2
Democrat,WA,Kim Schrier,Capital Goods,Auto Manufacturing,TSLA,4
Democrat,IL,Marie Newman,Capital Goods,Auto Manufacturing,TSLA,24
Republican,GA,Marjorie Taylor Greene,Capital Goods,Auto Manufacturing,TSLA,1
Republican,CA,Mike Garcia,Capital Goods,Auto Manufacturing,TSLA,18
Democrat,CA,Nancy Pelosi,Capital Goods,Auto Manufacturing,TSLA,3
Republican,MI,Peter Meijer,Capital Goods,Auto Manufacturing,TSLA,2
Republican,AL,Robert B. Aderholt,Capital Goods,Auto Manufacturing,TSLA,1
,MI,Shri Thanedar,Capital Goods,Auto Manufacturing,TSLA,2
Republican,KY,Thomas Massie,Capital Goods,Auto Manufacturing,TSLA,1
Democrat,TX,Vicente Gonzalez,Capital Goods,Auto Manufacturing,TSLA,1
Democrat,CA,Zoe Lofgren,Consumer Discretionary,Auto Manufacturing,LCID,1
Democrat,VA,Aston Donald McEachin,Consumer Discretionary,Auto Manufacturing,RIVN,1
Republican,TX,Dan Crenshaw,Consumer Discretionary,Auto Manufacturing,RIVN,2
Democrat,RI,James R. Langevin,Consumer Discretionary,Auto Manufacturing,RIVN,1
Democrat,IL,Marie Newman,Consumer Discretionary,Auto Manufacturing,RIVN,1
Democrat,CA,Gilbert Cisneros,Consumer Discretionary,Auto Manufacturing,SHYF,1
Republican,TX,August Lee Pfluger,Consumer Discretionary,Auto Manufacturing,STLA,4
Republican,PA,Daniel Meuser,Consumer Discretionary,Automotive Aftermarket,GPC,1
Democrat,MN,Dean Phillips,Consumer Discretionary,Automotive Aftermarket,GPC,1
Democrat,FL,Lois Frankel,Consumer Discretionary,Automotive Aftermarket,GPC,2
Democrat,NV,Susie Lee,Consumer Discretionary,Automotive Aftermarket,GPC,2
Republican,TX,Van Taylor,Consumer Discretionary,Automotive Aftermarket,GPC,1
Democrat,FL,Donna Shalala,Consumer Discretionary,Automotive Aftermarket,GT,1
Republican,MI,Peter Meijer,Consumer Discretionary,Automotive Aftermarket,GT,1
Democrat,NV,Susie Lee,Consumer Discretionary,Automotive Aftermarket,GT,3
Democrat,FL,Lois Frankel,Consumer Discretionary,Automotive Aftermarket,LKQ,1
Democrat,NV,Susie Lee,Consumer Discretionary,Automotive Aftermarket,LKQ,6
Democrat,FL,Donna Shalala,Consumer Durables,Automotive Aftermarket,CTB,1
Democrat,IA,Cynthia Axne,Consumer Durables,Automotive Aftermarket,KMX,3
Republican,WV,David B. McKinley,Consumer Durables,Automotive Aftermarket,KMX,3
Democrat,VA,"Donald S. Beyer, Jr.",Consumer Durables,Automotive Aftermarket,KMX,1
Democrat,CA,Gilbert Cisneros,Consumer Durables,Automotive Aftermarket,KMX,6
Democrat,NV,Susie Lee,Consumer Durables,Automotive Aftermarket,KMX,3
Democrat,IL,Marie Newman,Consumer Durables,Automotive Aftermarket,VRM,7
Democrat,OR,Kurt Schrader,Capital Goods,Auto Parts:O.E.M.,APTV,2
Democrat,NV,Susie Lee,Capital Goods,Auto Parts:O.E.M.,APTV,4
Democrat,OR,Earl Blumenauer,Capital Goods,Auto Parts:O.E.M.,BWA,1
Democrat,CA,Ro Khanna,Capital Goods,Auto Parts:O.E.M.,BWA,2
Democrat,NV,Susie Lee,Capital Goods,Auto Parts:O.E.M.,LEA,3
Democrat,OR,Earl Blumenauer,Capital Goods,Auto Parts:O.E.M.,MGA,1
Democrat,OR,Kurt Schrader,Capital Goods,Auto Parts:O.E.M.,MGA,1
Democrat,CA,Zoe Lofgren,Capital Goods,Auto Parts:O.E.M.,MGA,1
Republican,OH,Bob Gibbs,Capital Goods,Auto Parts:O.E.M.,TT,1
Democrat,CA,Gilbert Cisneros,Capital Goods,Auto Parts:O.E.M.,TT,5
Democrat,NJ,Josh Gottheimer,Capital Goods,Auto Parts:O.E.M.,TT,9
Democrat,FL,Lois Frankel,Capital Goods,Auto Parts:O.E.M.,TT,5
Democrat,CA,Zoe Lofgren,Capital Goods,Auto Parts:O.E.M.,TT,3
Democrat,FL,Donna Shalala,Consumer Discretionary,Auto Parts:O.E.M.,DORM,1
Republican,MT,Greg Gianforte,Consumer Discretionary,Auto Parts:O.E.M.,DORM,2
Democrat,FL,Lois Frankel,Consumer Discretionary,Auto Parts:O.E.M.,DORM,1
Democrat,FL,Donna Shalala,Consumer Discretionary,Auto Parts:O.E.M.,FOXF,1
Democrat,VA,"Donald S. Beyer, Jr.",Consumer Discretionary,Auto Parts:O.E.M.,HZN,1
Democrat,NV,Susie Lee,Consumer Discretionary,Auto Parts:O.E.M.,MYE,1
Republican,OH,Bob Gibbs,Consumer Discretionary,Auto Parts:O.E.M.,QS,2
Democrat,VA,Elaine Luria,Consumer Discretionary,Auto Parts:O.E.M.,QS,1
Democrat,NY,Thomas Suozzi,Consumer Discretionary,Auto Parts:O.E.M.,SUP,1
Republican,KY,James Comer,Consumer Discretionary,Auto Parts:O.E.M.,SYPR,1
Democrat,CA,Gilbert Cisneros,Consumer Discretionary,Auto Parts:O.E.M.,VC,1
Republican,NY,Nicole Malliotakis,Finance,Banks,NYCB,1
Republican,WV,Carol Devine Miller,Consumer Non-Durables,Beverages (Production/Distribution),BUD,1
Republican,MT,Greg Gianforte,Consumer Non-Durables,Beverages (Production/Distribution),BUD,2
Democrat,CA,Zoe Lofgren,Consumer Non-Durables,Beverages (Production/Distribution),BUD,2
Democrat,FL,Donna Shalala,Consumer Non-Durables,Beverages (Production/Distribution),DEO,2
Democrat,PA,Dwight Evans,Consumer Non-Durables,Beverages (Production/Distribution),DEO,2
Republican,MT,Greg Gianforte,Consumer Non-Durables,Beverages (Production/Distribution),DEO,3
Republican,FL,John Rutherford,Consumer Non-Durables,Beverages (Production/Distribution),DEO,1
Democrat,NJ,Josh Gottheimer,Consumer Non-Durables,Beverages (Production/Distribution),DEO,4
Republican,TX,K. Michael Conaway,Consumer Non-Durables,Beverages (Production/Distribution),DEO,2
Democrat,FL,Lois Frankel,Consumer Non-Durables,Beverages (Production/Distribution),DEO,3
Republican,MI,Peter Meijer,Consumer Non-Durables,Beverages (Production/Distribution),DEO,1
Democrat,NY,Sean Patrick Maloney,Consumer Non-Durables,Beverages (Production/Distribution),DEO,1
Democrat,CT,Joe Courtney,Consumer Non-Durables,Beverages (Production/Distribution),KDP,3
Democrat,FL,Donna Shalala,Consumer Non-Durables,Beverages (Production/Distribution),KO,3
Republican,FL,John Rutherford,Consumer Non-Durables,Beverages (Production/Distribution),KO,1
Democrat,NJ,Josh Gottheimer,Consumer Non-Durables,Beverages (Production/Distribution),KO,14
Democrat,NC,Kathy Manning,Consumer Non-Durables,Beverages (Production/Distribution),KO,1
Republican,OK,Kevin Hern,Consumer Non-Durables,Beverages (Production/Distribution),KO,2
Democrat,TX,Lloyd Doggett,Consumer Non-Durables,Beverages (Production/Distribution),KO,14
Democrat,IL,Marie Newman,Consumer Non-Durables,Beverages (Production/Distribution),KO,1
Republican,GA,Marjorie Taylor Greene,Consumer Non-Durables,Beverages (Production/Distribution),KO,1
Democrat,NJ,Mikie Sherrill,Consumer Non-Durables,Beverages (Production/Distribution),KO,1
Republican,MI,Peter Meijer,Consumer Non-Durables,Beverages (Production/Distribution),KO,2
Republican,TX,Pete Sessions,Consumer Non-Durables,Beverages (Production/Distribution),KO,1
Democrat,CA,Ro Khanna,Consumer Non-Durables,Beverages (Production/Distribution),KO,5
Democrat,TN,Steve Cohen,Consumer Non-Durables,Beverages (Production/Distribution),KO,4
Republican,IN,Susan W. Brooks,Consumer Non-Durables,Beverages (Production/Distribution),KO,1
Democrat,CA,Zoe Lofgren,Consumer Non-Durables,Beverages (Production/Distribution),KO,2
Republican,KY,John A. Yarmuth,Consumer Non-Durables,Beverages (Production/Distribution),MNST,1
Republican,UT,John Curtis,Consumer Non-Durables,Beverages (Production/Distribution),MNST,2
Democrat,NJ,Josh Gottheimer,Consumer Non-Durables,Beverages (Production/Distribution),MNST,4
Democrat,NJ,Mikie Sherrill,Consumer Non-Durables,Beverages (Production/Distribution),MNST,1
Republican,TN,David P. Roe,Consumer Non-Durables,Beverages (Production/Distribution),PEP,1
Democrat,MN,Dean Phillips,Consumer Non-Durables,Beverages (Production/Distribution),PEP,2
Democrat,MI,Debbie Dingell,Consumer Non-Durables,Beverages (Production/Distribution),PEP,1
Democrat,VA,"Donald S. Beyer, Jr.",Consumer Non-Durables,Beverages (Production/Distribution),PEP,11
Democrat,CA,Gilbert Cisneros,Consumer Non-Durables,Beverages (Production/Distribution),PEP,1
,FL,Jared Moskowitz,Consumer Non-Durables,Beverages (Production/Distribution),PEP,1
Democrat,CT,Joe Courtney,Consumer Non-Durables,Beverages (Production/Distribution),PEP,2
Republican,UT,John Curtis,Consumer Non-Durables,Beverages (Production/Distribution),PEP,2
Democrat,MA,Katherine M. Clark,Consumer Non-Durables,Beverages (Production/Distribution),PEP,2
Democrat,OR,Kurt Schrader,Consumer Non-Durables,Beverages (Production/Distribution),PEP,6
Democrat,NJ,Mikie Sherrill,Consumer Non-Durables,Beverages (Production/Distribution),PEP,1
Republican,MI,Peter Meijer,Consumer Non-Durables,Beverages (Production/Distribution),PEP,1
Democrat,CA,Ro Khanna,Consumer Non-Durables,Beverages (Production/Distribution),PEP,3
Democrat,TN,Steve Cohen,Consumer Non-Durables,Beverages (Production/Distribution),PEP,1
Democrat,NJ,Tom Malinowski,Consumer Non-Durables,Beverages (Production/Distribution),PEP,1
Democrat,MA,William R. Keating,Consumer Non-Durables,Beverages (Production/Distribution),PEP,1
Democrat,CA,Zoe Lofgren,Consumer Non-Durables,Beverages (Production/Distribution),PEP,2
Democrat,CA,Alan S. Lowenthal,Consumer Non-Durables,Beverages (Production/Distribution),STZ,1
Republican,IA,Ashley Hinson Arenholz,Consumer Non-Durables,Beverages (Production/Distribution),STZ,1
Republican,NY,Chris Jacobs,Consumer Non-Durables,Beverages (Production/Distribution),STZ,1
Democrat,CT,Joe Courtney,Consumer Non-Durables,Beverages (Production/Distribution),STZ,2
Democrat,CT,John B. Larson,Consumer Non-Durables,Beverages (Production/Distribution),STZ,2
Republican,UT,John Curtis,Consumer Non-Durables,Beverages (Production/Distribution),STZ,2
Democrat,NV,Susie Lee,Consumer Non-Durables,Beverages (Production/Distribution),STZ,2
Democrat,MN,Dean Phillips,Consumer Non-Durables,Beverages (Production/Distribution),TAP,3
Democrat,OR,Earl Blumenauer,Consumer Non-Durables,Beverages (Production/Distribution),TAP,1
Democrat,NV,Susie Lee,Consumer Non-Durables,Beverages (Production/Distribution),TAP,3
Democrat,IA,Cynthia Axne,Consumer Staples,Beverages (Production/Distribution),BRBR,1
Democrat,NJ,Tom Malinowski,Consumer Staples,Beverages (Production/Distribution),BRBR,1
Republican,NY,Chris Jacobs,Consumer Staples,Beverages (Production/Distribution),CCEP,1
Democrat,MA,Katherine M. Clark,Consumer Staples,Beverages (Production/Distribution),CCEP,4
Democrat,FL,Donna Shalala,Consumer Staples,Beverages (Production/Distribution),FMX,2
Republican,MT,Greg Gianforte,Consumer Staples,Beverages (Production/Distribution),FMX,2
Democrat,NJ,Josh Gottheimer,Consumer Staples,Beverages (Production/Distribution),FMX,2
Republican,MI,Peter Meijer,Consumer Staples,Beverages (Production/Distribution),FMX,2
